pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID,unit
p2,1.0,0.027964468253057,0.027964468253057,0.3361594401303338,0.0223295009926167,0.0268383425392027,0.0733029182850999,0.0069870526623004,0.0236326781224868,0.0031967389446792,0.0038730410825986,0.0038730410825986,0.5873409026398869,h00,1021574717937228960,cM
p2,1.1,0.0216164258039619,0.0216164258039619,0.3484894944918313,0.0186107494882808,0.0223686892887991,0.0754923781310963,0.0054393893849591,0.0183979346844205,0.0032660301296503,0.0024948131013853,0.0024948131013853,0.5727520972474219,h00,1021574717937228960,cM
p2,1.2,0.0167973080077704,0.0167973080077704,0.3594788447548052,0.0157433341992725,0.0189222766818179,0.0772981980620437,0.0043039592196695,0.0145575091253529,0.0033375571874621,0.0016060803889594,0.0016060803889594,0.5598853999956889,h00,1021574717937228960,cM
p2,1.3,0.0131327045362513,0.0131327045362513,0.3691792455498686,0.0134993153970908,0.0162251386984265,0.0787772741084682,0.0034544194173846,0.0116840656764479,0.0034113363256931,0.0010374508947023,0.0010374508947023,0.5486321440159699,h00,1021574717937228960,cM
p3,0.7,0.0756733383010909,0.0756733383010909,0.3285359780694746,0.0493235019738829,0.0529222124183293,0.0877881388223684,0.0570698062612963,0.2777397238049754,0.0083639308864402,0.0156125801561126,0.0156125801561126,0.5753119522217166,h00,1021574717937228960,cM
p3,0.8,0.059895897862722,0.059895897862722,0.3418973531047142,0.0395399197742648,0.0424248066247476,0.0926882396817229,0.0610414519605798,0.2970683995414888,0.0093144567803595,0.010769218760328,0.010769218760328,0.5560999504332034,h00,1021574717937228960,cM
p3,0.9,0.0471776526054881,0.0471776526054881,0.3544064873191635,0.0314204546042704,0.0337129341247536,0.0969657842116176,0.0648141178514362,0.3154287068769897,0.0101654209597898,0.0072902454898786,0.0072902454898786,0.538462307509429,h00,1021574717937228960,cM
p3,1.0,0.037178227761585,0.037178227761585,0.3657520247098559,0.0249170026421965,0.0267349813757473,0.1005966169835428,0.0682939291619716,0.332363788588262,0.0109082263591287,0.0048725645665567,0.0048725645665567,0.5227431319474726,h00,1021574717937228960,cM
p3,1.1,0.029447473139654,0.029447473139654,0.3757911286440151,0.019821303334532,0.0212674928482103,0.1036118805295688,0.0714870577136545,0.3479036808731189,0.0115444124237027,0.0032323205007466,0.0032323205007466,0.5090525784027132,h00,1021574717937228960,cM
p3,1.2,0.0235207956308265,0.0235207956308265,0.3845060353043401,0.0158682196541823,0.0170259867534144,0.1060776739964445,0.0744431386153096,0.3622899412611735,0.0120811290410124,0.0021366833727745,0.0021366833727745,0.4973351616582029,h00,1021574717937228960,cM
p3,1.3,0.0189842926281723,0.0189842926281723,0.3919594973212011,0.0128041716552004,0.0137383816042922,0.1080752172044466,0.0772194147246358,0.3758011516598942,0.0125285892724592,0.0014112925421422,0.0014112925421422,0.487436696201893,h00,1021574717937228960,cM
p1,0.7,0.0677652655689573,0.067901067704366,0.2186638559788506,0.0657033226695665,0.1464762147587584,0.0385040380885325,0.0838058810089928,0.1846348315979374,0.0170837879986083,0.0087750697365013,0.0087750697365013,0.7257483179340085,h00,1026591750036320836,cM
p1,0.8,0.0452531019418072,0.0453437895208489,0.2327646484904008,0.0505941228945902,0.1127924024163801,0.0432657451028264,0.0728665036021446,0.1605340157484748,0.0188672421957923,0.0046632994655162,0.0046632994655162,0.7051023642109804,h00,1026591750036320836,cM
p1,0.9,0.0300442327194559,0.0301044416026612,0.2454704881256612,0.0381883051215495,0.0851353958214361,0.0474815298168915,0.0629625755816994,0.1387144243284315,0.0204191354462321,0.0024044232236755,0.0024044232236755,0.686628846611215,h00,1026591750036320836,cM
p1,1.0,0.0201480767150514,0.020188453622296,0.2566267670814914,0.0286139405490589,0.0637907114992782,0.051100021690143,0.0545001034373067,0.1200705403853163,0.0217526577273022,0.0012288253569254,0.0012288253569254,0.6705205535010632,h00,1026591750036320836,cM
p1,1.1,0.0137583964220449,0.0137859683587624,0.2662565544890032,0.0214406024403622,0.0477987742477799,0.0541369084965858,0.0474239325777061,0.1044808514602589,0.0228874313828146,0.0006325022980059,0.0006325022980059,0.6567191056315964,h00,1026591750036320836,cM
p1,1.2,0.009593605405174,0.0096128310673086,0.2744855202312164,0.0161269919193448,0.0359528351963375,0.0566438914656421,0.0415253382237493,0.0914855107741977,0.0238467247806421,0.0003320208499746,0.0003320208499746,0.6450238635224992,h00,1026591750036320836,cM
p1,1.3,0.006829956284008,0.0068436435711503,0.2814841902286542,0.0121980835635505,0.0271938927150714,0.0586890085982574,0.0365844001709036,0.0806000066265219,0.024654879054881,0.0001796211136825,0.0001796211136825,0.6351719221182073,h00,1026591750036320836,cM
p2,0.7,0.04392009114992,0.04392009114992,0.2960147048618848,0.0233341744822029,0.0283181729152948,0.0438696461519442,0.008189882861664,0.0367494743792619,0.0036396445811988,0.0098432850547824,0.0098432850547824,0.6564760044049722,h00,1026591750036320836,cM
p2,0.8,0.0272666799602118,0.0272666799602118,0.3047563339720701,0.0155523054227758,0.0188741570664755,0.0467053139812646,0.004558143693898,0.0204532088828756,0.0036940414359188,0.0053597642292282,0.0053597642292282,0.6448443106107463,h00,1026591750036320836,cM
p2,0.9,0.0168309980463139,0.0168309980463139,0.3125520206706199,0.010256699416056,0.0124474507476408,0.0492896516497228,0.0024347798861637,0.0109252943609912,0.0037460728345596,0.0028226303744392,0.0028226303744392,0.6344122548450976,h00,1026591750036320836,cM
p2,1.0,0.0105614050648778,0.0105614050648778,0.3193116352619948,0.0067948861598566,0.0082462210677871,0.0515667233925794,0.0012706272419023,0.0057015324957156,0.0037969747650462,0.0014632451793357,0.0014632451793357,0.6253246665803794,h00,1026591750036320836,cM
p2,1.1,0.0068355547302057,0.0068355547302057,0.325043391349045,0.0045590249620362,0.0055327972840245,0.053526968580502,0.00065513755849,0.0029397198137374,0.0038468753600028,0.0007550757311182,0.0007550757311182,0.61758276471045,h00,1026591750036320836,cM
p2,1.2,0.0045993844650228,0.0045993844650228,0.3298183361851888,0.0031088129534986,0.0037728312542459,0.0551883865679653,0.0003359570897867,0.0015074997618635,0.0038952256184787,0.0003905056295665,0.0003905056295665,0.6110980516283671,h00,1026591750036320836,cM
p2,1.3,0.0032254879868884,0.0032254879868884,0.3337406528049541,0.0021562618199076,0.0026168225969752,0.0565826046405158,0.0001720099559471,0.0007718395459165,0.0039411920729298,0.0002032744014633,0.0002032744014633,0.6057355504816003,h00,1026591750036320836,cM
p3,0.7,0.0493171058099524,0.0493171058099524,0.3321507987965215,0.0276513581223789,0.0308608907615835,0.0641991612602498,0.046308216393273,0.1402477410767698,0.0066532197378988,0.010501711206497,0.010501711206497,0.5969968202053297,h00,1026591750036320836,cM
p3,0.8,0.030929632108501,0.030929632108501,0.3445419836367325,0.0201125776127125,0.0224470732284737,0.0678714822860231,0.0375534934735322,0.1137334373769834,0.0073394695477031,0.0057755574139454,0.0057755574139454,0.5802470645295412,h00,1026591750036320836,cM
p3,0.9,0.0190239949853608,0.0190239949853608,0.3559173967997598,0.0151984760531119,0.0169625848807052,0.0712954433953533,0.0298877559988359,0.0905172038821888,0.0078981075857104,0.0030735651473251,0.0030735651473251,0.5648890522191766,h00,1026591750036320836,cM
p3,1.0,0.0116761818360766,0.0116761818360766,0.3661068463476773,0.0121764900211266,0.0135898326128645,0.0744277172956784,0.0235601617763528,0.0713536328083829,0.0083443136563764,0.0016109384664067,0.0016109384664067,0.5511211227002677,h00,1026591750036320836,cM
p3,1.1,0.007227060296193,0.007227060296193,0.3750649291862808,0.0103754198667946,0.0115797096727619,0.077256479238622,0.0184846900751714,0.0559822042276619,0.0087021154249902,0.000841017871498,0.000841017871498,0.5389764761501068,h00,1026591750036320836,cM
p3,1.2,0.0045373261059151,0.0045373261059151,0.3828278911136071,0.0093190091517411,0.0104006798568539,0.0797912065473158,0.0144667087804567,0.0438134608779545,0.0089930996393046,0.000440377424316,0.000440377424316,0.5283878026997724,h00,1026591750036320836,cM
p3,1.3,0.0028976294147849,0.0028976294147849,0.3894791866819532,0.0087049566766351,0.0097153534337445,0.0820532366586011,0.0113054474247261,0.0342393550577419,0.0092335280672149,0.0002322878293143,0.0002322878293143,0.5192340485922307,h00,1026591750036320836,cM
p1,0.7,0.0904262933782252,0.0904262933782252,0.2393652851537572,0.1224660355874134,0.2727137181367865,0.0475728915434135,0.0237330786013483,0.0543703255230888,0.0087251462028128,0.0103476498284844,0.0103476498284844,0.7043366771000164,h00,103568543989312214,cM
p1,0.8,0.0669185729357998,0.0669185729357998,0.2571675473947479,0.1143057857642806,0.2545420507065694,0.052642490308124,0.0161749071885251,0.0370552419228031,0.0094412010018973,0.0060097448283134,0.0060097448283134,0.6807487612952307,h00,103568543989312214,cM
p1,0.9,0.0499694434104224,0.0499694434104224,0.2740683481957844,0.1066920710797,0.2375874360617393,0.0568502949373285,0.0109343398887258,0.0250495786541718,0.0101710369302275,0.0034185115764759,0.0034185115764759,0.6589103199366595,h00,103568543989312214,cM
p1,1.0,0.038086992481304,0.038086992481304,0.2898018935681255,0.1000739398371441,0.2228498382484552,0.060256760790484,0.0074002114076508,0.0169532115884363,0.0108882193873851,0.0019316175576051,0.0019316175576051,0.6390531262540053,h00,103568543989312214,cM
p1,1.1,0.0297718182753997,0.0297718182753997,0.3042536876962263,0.0944710800083869,0.2103730994631209,0.0629807205659758,0.005036473668373,0.011538103313,0.0115726590514426,0.0010942722367214,0.0010942722367214,0.6211929326863552,h00,103568543989312214,cM
p1,1.2,0.0238672756805041,0.0238672756805041,0.3174042978423747,0.0897323063022675,0.199820552460142,0.0651516909012286,0.0034521735003631,0.0079086156553773,0.0122118112037606,0.000625319198482,0.000625319198482,0.605232200052636,h00,103568543989312214,cM
p1,1.3,0.0195730611317944,0.0195730611317944,0.329292414634012,0.0856764148053144,0.1907886829692419,0.0668870980882046,0.0023832540933184,0.0054598184683295,0.0127996708117896,0.0003620302431739,0.0003620302431739,0.5910208164659937,h00,103568543989312214,cM
p2,0.7,0.0654694591810643,0.0654694591810643,0.3816137870223692,0.0336678795038294,0.043386442659574,0.0553755085680739,0.0163678526966267,0.046256975012206,0.0034504299105495,0.0094449064654454,0.0094449064654454,0.5595602744990071,h00,103568543989312214,cM
p2,0.8,0.0453881880886141,0.0453881880886141,0.4019245896884124,0.0258885757672026,0.0333615667103127,0.0583957576483536,0.0103234203093658,0.0291748834829905,0.0034719169759559,0.0054716627495119,0.0054716627495119,0.5362077356872781,h00,103568543989312214,cM
p2,0.9,0.0314680903182707,0.0314680903182707,0.4209456325569543,0.0204855552910383,0.0263989114575236,0.0611025356713926,0.0063900140480243,0.0180587353531124,0.0034916081488689,0.0031024999065376,0.0031024999065376,0.5144602236227842,h00,103568543989312214,cM
p2,1.0,0.0221250512035678,0.0221250512035678,0.4383535428108021,0.0168626873868893,0.021730267251146,0.063493699127675,0.0039273844856936,0.0110991300682645,0.0035094293068539,0.0017445524792787,0.0017445524792787,0.4946433287546689,h00,103568543989312214,cM
p2,1.1,0.0159042065664194,0.0159042065664194,0.4540189527038342,0.014456232423219,0.0186291654938389,0.0655909039884449,0.0024125982664774,0.0068182124922188,0.0035245308957252,0.0009807618982064,0.0009807618982064,0.4768656124119955,h00,103568543989312214,cM
p2,1.2,0.0117331707444525,0.0117331707444525,0.4679458841165523,0.0128435798364462,0.0165510049438739,0.0674256197141726,0.00148612433133,0.0041999165885414,0.0035356926869637,0.0005539651199367,0.0005539651199367,0.4610928034823113,h00,103568543989312214,cM
p2,1.3,0.0088923092942217,0.0088923092942217,0.4802207622079622,0.0117381970982002,0.0151265426523198,0.0690312354529953,0.0009192099969015,0.0025977673825477,0.003541768323876,0.0003153806674068,0.0003153806674068,0.4472062340151664,h00,103568543989312214,cM
p3,0.7,0.0601341329863922,0.0601341329863922,0.4039675690942539,0.0357084918877706,0.0383138324976079,0.088261250028854,0.0288109692695205,0.0843749814321674,0.005605087918723,0.0096193069616636,0.0096193069616636,0.5021660929581689,h00,103568543989312214,cM
p3,0.8,0.0402288019060473,0.0402288019060473,0.4212066671445637,0.0264897740175647,0.0284225043106917,0.0923443998885109,0.0191759133596371,0.0561580319817946,0.0059074094559585,0.0056625952371352,0.0056625952371352,0.4805415235109669,h00,103568543989312214,cM
p3,0.9,0.0266589672532795,0.0266589672532795,0.4369250396553671,0.020062847997728,0.0215266609417682,0.0959113998329919,0.0125483709948229,0.0367488007705528,0.0062178716627858,0.0032893845339308,0.0032893845339308,0.4609456888488549,h00,103568543989312214,cM
p3,1.0,0.0177615849490423,0.0177615849490423,0.4510132615028709,0.015706379367977,0.0168523383776578,0.0989828845691872,0.0081551890554634,0.0238830536624285,0.0065273612828769,0.0019163059801748,0.0019163059801748,0.4434764926450646,h00,103568543989312214,cM
p3,1.1,0.0120108726805828,0.0120108726805828,0.4634919447658324,0.0127508806812886,0.0136812024477345,0.1016047103539479,0.0052918200907197,0.0154974731228222,0.0068284841192807,0.0011330947539781,0.0011330947539781,0.4280748607609389,h00,103568543989312214,cM
p3,1.2,0.0082891046833479,0.0082891046833479,0.4744583329317487,0.0107029756666102,0.0114838794706118,0.1038293705645885,0.0034364858866215,0.0100639943822488,0.0071159175941172,0.0006864531868855,0.0006864531868855,0.4145963789095453,h00,103568543989312214,cM
p3,1.3,0.0058536408851182,0.0058536408851182,0.4840480602974978,0.0092342354143391,0.0099079779123811,0.1057086913535409,0.0022351539369996,0.0065458079583562,0.0073862670419925,0.0004294363072763,0.0004294363072763,0.4028569813069687,h00,103568543989312214,cM
p1,0.7,0.0968327747642641,0.0968327747642641,0.2337230380067022,0.0669731145822821,0.1385061007956983,0.0337821074645742,0.0558881533398488,0.1455200973754556,0.0126049173309097,0.0111449880871754,0.0111449880871754,0.7198899371978139,h00,1059344429161942577,cM
p1,0.8,0.0777351653382606,0.0777351653382606,0.2492937143221731,0.0571915215084144,0.1182769338429336,0.0365837154933886,0.0498645494542818,0.129835996692281,0.0140563744601047,0.0070307601722522,0.0070307601722522,0.7000661957243335,h00,1059344429161942577,cM
p1,0.9,0.0610867251375893,0.0610867251375893,0.2640522032246065,0.0477206478441164,0.0986903610733641,0.0391181878415571,0.0425833228151525,0.1108773311036047,0.0153483799813218,0.0041990315001138,0.0041990315001138,0.6814812289525145,h00,1059344429161942577,cM
p1,1.0,0.0477784738096513,0.0477784738096513,0.2777525686125356,0.0394403479593081,0.0815659962052074,0.0413486249071927,0.0353518063270001,0.0920480994929437,0.0164724234196735,0.0024216785231078,0.0024216785231078,0.664426383060598,h00,1059344429161942577,cM
p1,1.1,0.0376236053595393,0.0376236053595393,0.2903055962785327,0.0326076588154901,0.0674354135503328,0.0432735122007541,0.0288900979148362,0.0752232738159886,0.017440106532913,0.0013705912427311,0.0013705912427311,0.6489807849878002,h00,1059344429161942577,cM
p1,1.2,0.0299857046107662,0.0299857046107662,0.3017143049849156,0.0271016080384472,0.0560484319433419,0.0449127115755118,0.0234197005442333,0.0609795976434754,0.0182718654808798,0.0007695534066397,0.0007695534066397,0.6351011179586926,h00,1059344429161942577,cM
p1,1.3,0.0242186023984347,0.0242186023984347,0.312029773392095,0.0226874838981525,0.0469196475510729,0.0462971582180235,0.018914222751888,0.0492483535803877,0.0189896595512176,0.0004318013954946,0.0004318013954946,0.6226834088386638,h00,1059344429161942577,cM
p2,0.7,0.0728383982127469,0.0728383982127469,0.3467797948108266,0.052121405488959,0.0666514136687456,0.0698475723307441,0.0300894624471986,0.1414204735018336,0.0059897213310887,0.0125940634808944,0.0125940634808944,0.5773829115273404,h00,1059344429161942577,cM
p2,0.8,0.0533909502410912,0.0533909502410912,0.3610101289921947,0.0423862914640049,0.0542024187519244,0.075849829753788,0.0253212184176338,0.1190097265628791,0.006730978168489,0.0080955751349949,0.0080955751349949,0.5564090630855281,h00,1059344429161942577,cM
p2,0.9,0.037569709754684,0.037569709754684,0.3744154942122212,0.0333710910115484,0.0426740294265325,0.0815875597154743,0.0205052639098519,0.0963747403763043,0.0074176777335788,0.004924317135968,0.004924317135968,0.5365792683387256,h00,1059344429161942577,cM
p2,1.0,0.0259019400642858,0.0259019400642858,0.386850850918538,0.0258591172450063,0.033067924865737,0.0869210796031381,0.0162514396705531,0.0763817664515998,0.008034775782493,0.0028893977562719,0.0028893977562719,0.5181932936958308,h00,1059344429161942577,cM
p2,1.1,0.0177765066966051,0.0177765066966051,0.3982679558428976,0.0199605877336855,0.0255250482527948,0.0917834690460434,0.0127730364745136,0.0600332714302142,0.0085800629263172,0.0016606837363954,0.0016606837363954,0.5013685121847418,h00,1059344429161942577,cM
p2,1.2,0.0122620620475924,0.0122620620475924,0.4086865919000997,0.015444623336004,0.0197501577186752,0.0961568747420666,0.0100328748968691,0.0471545120152848,0.0090576284182995,0.0009441585700806,0.0009441585700806,0.486098904939534,h00,1059344429161942577,cM
p2,1.3,0.0085447105931119,0.0085447105931119,0.4181651190686667,0.0120096769171238,0.0153576431165266,0.1000527421228607,0.0079062693382366,0.0371594658897123,0.0094739777469597,0.0005341795028057,0.0005341795028057,0.4723081610615127,h00,1059344429161942577,cM
p3,0.7,0.0773562712183402,0.0773562712183402,0.3747889802312428,0.0423794703699008,0.0469838917626395,0.0752054388847779,0.0202352088024546,0.0661345848665591,0.0036747476060911,0.0149923329897616,0.0149923329897616,0.546330833277888,h00,1059344429161942577,cM
p3,0.8,0.0555130806458674,0.0555130806458674,0.3866780782096091,0.0334404194586308,0.0370736357634487,0.0777321178237764,0.0145768311921716,0.047641350725634,0.003949812539996,0.01002675279246,0.01002675279246,0.5316399914266184,h00,1059344429161942577,cM
p3,0.9,0.0378207416080648,0.0378207416080648,0.397125377291053,0.0262467997681846,0.0290984476365683,0.0800897227459733,0.0100086544654639,0.0327112121554189,0.0042182577738793,0.0063972862358645,0.0063972862358645,0.5185666421890942,h00,1059344429161942577,cM
p3,1.0,0.0249711465015854,0.0249711465015854,0.4060943770436265,0.0210579163216537,0.0233458052346493,0.0822596496917837,0.0066752565683703,0.021816692199064,0.0044710034516543,0.0039771110194627,0.0039771110194627,0.5071749698129354,h00,1059344429161942577,cM
p3,1.1,0.0162489734198317,0.0162489734198317,0.4136211264561857,0.0175771542667722,0.0194868672580623,0.0842437269375046,0.0043901840907598,0.014348406540532,0.0047028034735853,0.0024522291818305,0.0024522291818305,0.4974323431327243,h00,1059344429161942577,cM
p3,1.2,0.0105384958597411,0.0105384958597411,0.419792413181472,0.0153413449819092,0.0170081429954648,0.0860549702689908,0.0028743225615399,0.0093941273962526,0.00491187427312,0.0015185884594816,0.0015185884594816,0.4892407422764171,h00,1059344429161942577,cM
p3,1.3,0.0068616524446061,0.0068616524446061,0.4247275572500276,0.0139416527315223,0.0154563777511334,0.0877105434394944,0.0018837620874013,0.0061566858466286,0.0050988789481464,0.0009530436675699,0.0009530436675699,0.4824630203623314,h00,1059344429161942577,cM
p1,0.7,0.0636826710188547,0.0638102916020588,0.1922664872572504,0.0967569017249426,0.1915391728024374,0.0528187004662466,0.1391165672607207,0.2635892853361025,0.0240605957979971,0.0085707677565265,0.0085707677565265,0.7308542164785058,h00,1061286463616756465,cM
p1,0.8,0.049511862405907,0.0496110845750571,0.2042384546761572,0.0857405643884209,0.1697313213403434,0.0579225701721199,0.131762314550468,0.2496549117798342,0.0260069615402087,0.0050391908570855,0.0050391908570855,0.7118320136115142,h00,1061286463616756465,cM
p1,0.9,0.0387221872038305,0.0387997867773853,0.2151406574616046,0.0745743078712913,0.1476266910921481,0.0623931482161383,0.1228432446209989,0.2327556213871559,0.0276242941480418,0.0028538122982089,0.0028538122982089,0.6948419001742153,h00,1061286463616756465,cM
p1,1.0,0.0309075960457807,0.0309695351160127,0.2248779042734446,0.0643117722058287,0.1273110592645997,0.0662803779663876,0.1135991686987581,0.2152405301660681,0.0289772833557315,0.0015832726906392,0.0015832726906392,0.6798644344044362,h00,1061286463616756465,cM
p1,1.1,0.0253986893945474,0.0254495885716908,0.2334787129502255,0.0554319615593606,0.1097326585971016,0.0696610282101793,0.1048318938640295,0.1986288515318453,0.0301186155131356,0.0008726912826062,0.0008726912826062,0.6667416433264595,h00,1061286463616756465,cM
p1,1.2,0.021544030512581,0.0215872049224259,0.2410369293667868,0.0479788502827315,0.0949785403556113,0.0726119849559172,0.0968664316900675,0.1835363968864437,0.0310885719420098,0.0004827314239407,0.0004827314239407,0.6552625137352861,h00,1061286463616756465,cM
p1,1.3,0.018834051760308,0.01887179535101,0.247670777918032,0.0417970631665661,0.0827411250440186,0.0752002454083319,0.0897491338565315,0.1700509904650072,0.031917934473672,0.0002698237829969,0.0002698237829969,0.645211042199964,h00,1061286463616756465,cM
p2,0.7,0.0560460898418788,0.0560460898418788,0.3336907905463638,0.0319919678269464,0.0381765725858549,0.0659833852582627,0.0287953884894586,0.1138103449821462,0.0076690592539211,0.0090253103159996,0.0090253103159996,0.5926567649414523,h00,1061286463616756465,cM
p2,0.8,0.0407265887734441,0.0407265887734441,0.352729710920526,0.0226814974883734,0.0270662261197774,0.0696664972113738,0.0216048171175106,0.0853904676549229,0.0084049343331384,0.0054048541193076,0.0054048541193076,0.5691988575349617,h00,1061286463616756465,cM
p2,0.9,0.0289782086183489,0.0289782086183489,0.3705072886605423,0.0157257894368943,0.0187658585165803,0.0731013062916569,0.0156508440874219,0.0618580980598106,0.009101374785277,0.0031310394624561,0.0031310394624561,0.5472900302625238,h00,1061286463616756465,cM
p2,1.0,0.0204392651008391,0.0204392651008391,0.3865264384132342,0.0108057602436949,0.0128947019614497,0.0762297142148696,0.0110848476832874,0.0438115408434693,0.0097409064163333,0.0017852197017883,0.0017852197017883,0.5275029409555628,h00,1061286463616756465,cM
p2,1.1,0.0144272230367892,0.0144272230367892,0.4005828898834628,0.0074327582001338,0.0088696398569616,0.0790257912944711,0.0077518484022781,0.0306382579709088,0.0103139773010369,0.0010159912983209,0.0010159912983209,0.510077341521029,h00,1061286463616756465,cM
p2,1.2,0.0102496342297052,0.0102496342297052,0.4126891944102056,0.0051480087090458,0.0061432084833482,0.0814886900642438,0.0053854746651597,0.0212854474861075,0.0108183808989106,0.0005826267296566,0.0005826267296566,0.4950037346266398,h00,1061286463616756465,cM
p2,1.3,0.007350498118284,0.007350498118284,0.4229908355535938,0.0036003588526906,0.0042963709459315,0.0836345430170916,0.0037293545425665,0.0147398298587153,0.0112572280580178,0.000338569011045,0.000338569011045,0.4821173933712966,h00,1061286463616756465,cM
p3,0.7,0.0542099970446598,0.0542099970446598,0.374605912801402,0.0268094171113328,0.0297221919194377,0.0764200011791083,0.0132883626615888,0.0588997696351503,0.0036429380826843,0.0095437507127983,0.0095437507127983,0.5453311479368053,h00,1061286463616756465,cM
p3,0.8,0.0381299612614269,0.0381299612614269,0.3940920128712423,0.0186825506194805,0.0207123621058542,0.0800463950478336,0.008107064336677,0.0359340148977037,0.0035035563074815,0.0058892467609685,0.0058892467609685,0.5223580357734424,h00,1061286463616756465,cM
p3,0.9,0.0261131978778572,0.0261131978778572,0.4122849377695295,0.0126985079542871,0.0140781684637329,0.0835688142687579,0.004732205827365,0.0209751825861587,0.0033587785753806,0.0035501017214164,0.0035501017214164,0.5007874693863319,h00,1061286463616756465,cM
p3,1.0,0.0176917280295288,0.0176917280295288,0.4289498344170619,0.0085392019909265,0.0094669645132223,0.0869117628682342,0.002683226022763,0.0118932180468415,0.0032131031761612,0.0021341921995543,0.0021341921995543,0.4809252995385424,h00,1061286463616756465,cM
p3,1.1,0.0120127512937664,0.0120127512937664,0.4439917449392622,0.0057447279623777,0.0063688780070706,0.0900200270125957,0.0014956883681512,0.0066295376318057,0.0030692993844106,0.001303192407648,0.001303192407648,0.4629189286637314,h00,1061286463616756465,cM
p3,1.2,0.0082480465812619,0.0082480465812619,0.4574212532085934,0.0038937532457254,0.0043167996072344,0.092860303259028,0.0008260187079639,0.0036612721109752,0.0029289215606509,0.0008199051274187,0.0008199051274187,0.4467895219717276,h00,1061286463616756465,cM
p3,1.3,0.0057593690602157,0.0057593690602157,0.4693185884979982,0.0026694607545919,0.0029594908587494,0.0954193535266213,0.0004540419536476,0.0020125102810329,0.0027927610238215,0.0005368566463597,0.0005368566463597,0.4324692969515589,h00,1061286463616756465,cM
p1,0.7,0.0851774023475976,0.0851774023475976,0.2984101670998162,0.0644491186598716,0.1173551115896169,0.0520283175155806,0.0669499529150137,0.1432728992381295,0.0110426220799019,0.0056098627528592,0.0056098627528592,0.6385188933047011,h00,1077681494354284445,cM
