pop,category,len>0_score!=0,len>0_score==0,len==0_score==0,hXX,simID
p1,C,57,64,379,h10,2483178009446175964
p1,Non-ROH,500,0,0,h10,2483178009446175964
p2,A,500,0,0,h10,2483178009446175964
p2,B,447,53,0,h10,2483178009446175964
p2,C,40,107,353,h10,2483178009446175964
p2,Non-ROH,500,0,0,h10,2483178009446175964
p3,A,500,0,0,h10,2483178009446175964
p3,B,469,31,0,h10,2483178009446175964
p3,C,39,96,365,h10,2483178009446175964
p3,Non-ROH,500,0,0,h10,2483178009446175964
p1,A,500,0,0,h10,2488402134754094352
p1,B,209,284,7,h10,2488402134754094352
p1,C,55,62,383,h10,2488402134754094352
p1,Non-ROH,500,0,0,h10,2488402134754094352
p2,A,500,0,0,h10,2488402134754094352
p2,B,384,116,0,h10,2488402134754094352
p2,C,34,120,346,h10,2488402134754094352
p2,Non-ROH,500,0,0,h10,2488402134754094352
p3,A,500,0,0,h10,2488402134754094352
p3,B,415,85,0,h10,2488402134754094352
p3,C,20,112,368,h10,2488402134754094352
p3,Non-ROH,500,0,0,h10,2488402134754094352
p1,A,500,0,0,h10,2515545305029161790
p1,B,195,295,10,h10,2515545305029161790
p1,C,38,106,356,h10,2515545305029161790
p1,Non-ROH,500,0,0,h10,2515545305029161790
p2,A,500,0,0,h10,2515545305029161790
p2,B,360,140,0,h10,2515545305029161790
p2,C,24,121,355,h10,2515545305029161790
p2,Non-ROH,500,0,0,h10,2515545305029161790
p3,A,500,0,0,h10,2515545305029161790
p3,B,418,82,0,h10,2515545305029161790
p3,C,37,155,308,h10,2515545305029161790
p3,Non-ROH,500,0,0,h10,2515545305029161790
p1,A,498,2,0,h10,2530554541687735636
p1,B,262,230,8,h10,2530554541687735636
p1,C,50,97,353,h10,2530554541687735636
p1,Non-ROH,500,0,0,h10,2530554541687735636
p2,A,500,0,0,h10,2530554541687735636
p2,B,418,82,0,h10,2530554541687735636
p2,C,44,123,333,h10,2530554541687735636
p2,Non-ROH,500,0,0,h10,2530554541687735636
p3,A,500,0,0,h10,2530554541687735636
p3,B,444,56,0,h10,2530554541687735636
p3,C,31,126,343,h10,2530554541687735636
p3,Non-ROH,500,0,0,h10,2530554541687735636
p1,A,500,0,0,h10,2542975459646688792
p1,B,202,288,10,h10,2542975459646688792
p1,C,60,59,381,h10,2542975459646688792
p1,Non-ROH,500,0,0,h10,2542975459646688792
p2,A,500,0,0,h10,2542975459646688792
p2,B,373,127,0,h10,2542975459646688792
p2,C,30,79,391,h10,2542975459646688792
p2,Non-ROH,500,0,0,h10,2542975459646688792
p3,A,500,0,0,h10,2542975459646688792
p3,B,398,102,0,h10,2542975459646688792
p3,C,30,197,273,h10,2542975459646688792
p3,Non-ROH,500,0,0,h10,2542975459646688792
p1,A,500,0,0,h10,2543418921934646807
p1,B,246,237,17,h10,2543418921934646807
p1,C,58,82,360,h10,2543418921934646807
p1,Non-ROH,500,0,0,h10,2543418921934646807
p2,A,500,0,0,h10,2543418921934646807
p2,B,429,71,0,h10,2543418921934646807
p2,C,47,98,355,h10,2543418921934646807
p2,Non-ROH,500,0,0,h10,2543418921934646807
p3,A,500,0,0,h10,2543418921934646807
p3,B,450,50,0,h10,2543418921934646807
p3,C,47,151,302,h10,2543418921934646807
p3,Non-ROH,500,0,0,h10,2543418921934646807
p1,A,500,0,0,h10,2545628064653092717
p1,B,230,258,12,h10,2545628064653092717
p1,C,53,67,380,h10,2545628064653092717
p1,Non-ROH,500,0,0,h10,2545628064653092717
p2,A,500,0,0,h10,2545628064653092717
p2,B,418,82,0,h10,2545628064653092717
p2,C,37,120,343,h10,2545628064653092717
p2,Non-ROH,500,0,0,h10,2545628064653092717
p3,A,500,0,0,h10,2545628064653092717
p3,B,458,42,0,h10,2545628064653092717
p3,C,34,93,373,h10,2545628064653092717
p3,Non-ROH,500,0,0,h10,2545628064653092717
p1,A,500,0,0,h10,2587277278725201249
p1,B,230,252,18,h10,2587277278725201249
p1,C,45,68,387,h10,2587277278725201249
p1,Non-ROH,500,0,0,h10,2587277278725201249
p2,A,500,0,0,h10,2587277278725201249
p2,B,396,104,0,h10,2587277278725201249
p2,C,44,65,391,h10,2587277278725201249
p2,Non-ROH,500,0,0,h10,2587277278725201249
p3,A,500,0,0,h10,2587277278725201249
p3,B,449,51,0,h10,2587277278725201249
p3,C,73,54,373,h10,2587277278725201249
p3,Non-ROH,500,0,0,h10,2587277278725201249
p1,A,500,0,0,h10,2589666695797247849
p1,B,239,247,14,h10,2589666695797247849
p1,C,59,72,369,h10,2589666695797247849
p1,Non-ROH,500,0,0,h10,2589666695797247849
p2,A,500,0,0,h10,2589666695797247849
p2,B,422,78,0,h10,2589666695797247849
p2,C,47,71,382,h10,2589666695797247849
p2,Non-ROH,500,0,0,h10,2589666695797247849
p3,A,500,0,0,h10,2589666695797247849
p3,B,454,46,0,h10,2589666695797247849
p3,C,52,79,369,h10,2589666695797247849
p3,Non-ROH,500,0,0,h10,2589666695797247849
p1,A,500,0,0,h10,2592575050671657058
p1,B,223,257,20,h10,2592575050671657058
p1,C,39,73,388,h10,2592575050671657058
p1,Non-ROH,500,0,0,h10,2592575050671657058
p2,A,500,0,0,h10,2592575050671657058
p2,B,393,107,0,h10,2592575050671657058
p2,C,31,98,371,h10,2592575050671657058
p2,Non-ROH,500,0,0,h10,2592575050671657058
p3,A,500,0,0,h10,2592575050671657058
p3,B,458,41,1,h10,2592575050671657058
p3,C,32,90,378,h10,2592575050671657058
p3,Non-ROH,500,0,0,h10,2592575050671657058
p1,A,500,0,0,h10,2608944351480602300
p1,B,206,286,8,h10,2608944351480602300
p1,C,51,92,357,h10,2608944351480602300
p1,Non-ROH,500,0,0,h10,2608944351480602300
p2,A,500,0,0,h10,2608944351480602300
p2,B,373,127,0,h10,2608944351480602300
p2,C,28,136,336,h10,2608944351480602300
p2,Non-ROH,500,0,0,h10,2608944351480602300
p3,A,500,0,0,h10,2608944351480602300
p3,B,418,82,0,h10,2608944351480602300
p3,C,32,150,318,h10,2608944351480602300
p3,Non-ROH,500,0,0,h10,2608944351480602300
p1,A,500,0,0,h10,2615303255337001889
p1,B,252,235,13,h10,2615303255337001889
p1,C,59,73,368,h10,2615303255337001889
p1,Non-ROH,500,0,0,h10,2615303255337001889
p2,A,500,0,0,h10,2615303255337001889
p2,B,413,87,0,h10,2615303255337001889
p2,C,48,94,358,h10,2615303255337001889
p2,Non-ROH,500,0,0,h10,2615303255337001889
p3,A,500,0,0,h10,2615303255337001889
p3,B,485,15,0,h10,2615303255337001889
p3,C,60,104,336,h10,2615303255337001889
p3,Non-ROH,500,0,0,h10,2615303255337001889
p1,A,498,2,0,h10,2627987376296409316
p1,B,200,289,11,h10,2627987376296409316
p1,C,50,68,382,h10,2627987376296409316
p1,Non-ROH,500,0,0,h10,2627987376296409316
p2,A,500,0,0,h10,2627987376296409316
p2,B,385,115,0,h10,2627987376296409316
p2,C,36,97,367,h10,2627987376296409316
p2,Non-ROH,500,0,0,h10,2627987376296409316
p3,A,500,0,0,h10,2627987376296409316
p3,B,436,64,0,h10,2627987376296409316
p3,C,43,110,347,h10,2627987376296409316
p3,Non-ROH,500,0,0,h10,2627987376296409316
p1,A,500,0,0,h10,2634635786269550136
p1,B,196,290,14,h10,2634635786269550136
p1,C,50,76,374,h10,2634635786269550136
p1,Non-ROH,500,0,0,h10,2634635786269550136
p2,A,500,0,0,h10,2634635786269550136
p2,B,368,132,0,h10,2634635786269550136
p2,C,41,86,373,h10,2634635786269550136
p2,Non-ROH,500,0,0,h10,2634635786269550136
p3,A,500,0,0,h10,2634635786269550136
p3,B,436,64,0,h10,2634635786269550136
p3,C,36,123,341,h10,2634635786269550136
p3,Non-ROH,500,0,0,h10,2634635786269550136
p1,A,500,0,0,h10,2640645837997350044
p1,B,268,215,17,h10,2640645837997350044
p1,C,75,82,343,h10,2640645837997350044
p1,Non-ROH,500,0,0,h10,2640645837997350044
p2,A,500,0,0,h10,2640645837997350044
p2,B,453,47,0,h10,2640645837997350044
p2,C,52,95,353,h10,2640645837997350044
p2,Non-ROH,500,0,0,h10,2640645837997350044
p3,A,500,0,0,h10,2640645837997350044
p3,B,475,25,0,h10,2640645837997350044
p3,C,42,84,374,h10,2640645837997350044
p3,Non-ROH,500,0,0,h10,2640645837997350044
p1,A,500,0,0,h10,26572078936003951
p1,B,254,228,18,h10,26572078936003951
p1,C,60,77,363,h10,26572078936003951
p1,Non-ROH,500,0,0,h10,26572078936003951
p2,A,500,0,0,h10,26572078936003951
p2,B,427,73,0,h10,26572078936003951
p2,C,57,115,328,h10,26572078936003951
p2,Non-ROH,500,0,0,h10,26572078936003951
p3,A,500,0,0,h10,26572078936003951
p3,B,465,35,0,h10,26572078936003951
p3,C,50,82,368,h10,26572078936003951
p3,Non-ROH,500,0,0,h10,26572078936003951
p1,A,499,1,0,h10,2673334396525110524
p1,B,238,244,18,h10,2673334396525110524
p1,C,52,74,374,h10,2673334396525110524
p1,Non-ROH,500,0,0,h10,2673334396525110524
p2,A,500,0,0,h10,2673334396525110524
p2,B,419,81,0,h10,2673334396525110524
p2,C,39,106,355,h10,2673334396525110524
p2,Non-ROH,500,0,0,h10,2673334396525110524
p3,A,500,0,0,h10,2673334396525110524
p3,B,461,39,0,h10,2673334396525110524
p3,C,40,84,376,h10,2673334396525110524
p3,Non-ROH,500,0,0,h10,2673334396525110524
p1,A,500,0,0,h10,2678601504428787096
p1,B,209,274,17,h10,2678601504428787096
p1,C,46,77,377,h10,2678601504428787096
p1,Non-ROH,500,0,0,h10,2678601504428787096
p2,A,500,0,0,h10,2678601504428787096
p2,B,385,114,1,h10,2678601504428787096
p2,C,31,103,366,h10,2678601504428787096
p2,Non-ROH,500,0,0,h10,2678601504428787096
p3,A,500,0,0,h10,2678601504428787096
p3,B,421,79,0,h10,2678601504428787096
p3,C,24,164,312,h10,2678601504428787096
p3,Non-ROH,500,0,0,h10,2678601504428787096
p1,A,500,0,0,h10,2680246031557722019
p1,B,194,291,15,h10,2680246031557722019
p1,C,61,90,349,h10,2680246031557722019
p1,Non-ROH,500,0,0,h10,2680246031557722019
p2,A,500,0,0,h10,2680246031557722019
p2,B,393,107,0,h10,2680246031557722019
p2,C,31,140,329,h10,2680246031557722019
p2,Non-ROH,500,0,0,h10,2680246031557722019
p3,A,500,0,0,h10,2680246031557722019
p3,B,434,66,0,h10,2680246031557722019
p3,C,26,97,377,h10,2680246031557722019
p3,Non-ROH,500,0,0,h10,2680246031557722019
p1,A,500,0,0,h10,2683736121873444619
p1,B,213,277,10,h10,2683736121873444619
p1,C,52,82,366,h10,2683736121873444619
p1,Non-ROH,500,0,0,h10,2683736121873444619
p2,A,500,0,0,h10,2683736121873444619
p2,B,427,73,0,h10,2683736121873444619
p2,C,46,119,335,h10,2683736121873444619
p2,Non-ROH,500,0,0,h10,2683736121873444619
p3,A,500,0,0,h10,2683736121873444619
p3,B,462,38,0,h10,2683736121873444619
p3,C,42,121,337,h10,2683736121873444619
p3,Non-ROH,500,0,0,h10,2683736121873444619
p1,A,499,1,0,h10,2683925884209795121
p1,B,217,269,14,h10,2683925884209795121
p1,C,56,68,376,h10,2683925884209795121
p1,Non-ROH,500,0,0,h10,2683925884209795121
p2,A,500,0,0,h10,2683925884209795121
p2,B,413,87,0,h10,2683925884209795121
p2,C,47,125,328,h10,2683925884209795121
p2,Non-ROH,500,0,0,h10,2683925884209795121
p3,A,500,0,0,h10,2683925884209795121
p3,B,475,25,0,h10,2683925884209795121
p3,C,45,78,377,h10,2683925884209795121
p3,Non-ROH,500,0,0,h10,2683925884209795121
p1,A,499,1,0,h10,2692003651916499146
p1,B,251,238,11,h10,2692003651916499146
p1,C,55,64,381,h10,2692003651916499146
p1,Non-ROH,500,0,0,h10,2692003651916499146
p2,A,500,0,0,h10,2692003651916499146
p2,B,388,112,0,h10,2692003651916499146
p2,C,45,155,300,h10,2692003651916499146
p2,Non-ROH,500,0,0,h10,2692003651916499146
p3,A,500,0,0,h10,2692003651916499146
p3,B,440,60,0,h10,2692003651916499146
p3,C,72,105,323,h10,2692003651916499146
p3,Non-ROH,500,0,0,h10,2692003651916499146
p1,A,500,0,0,h10,2693217448839198223
p1,B,196,295,9,h10,2693217448839198223
p1,C,48,88,364,h10,2693217448839198223
p1,Non-ROH,500,0,0,h10,2693217448839198223
p2,A,500,0,0,h10,2693217448839198223
p2,B,394,106,0,h10,2693217448839198223
p2,C,28,79,393,h10,2693217448839198223
p2,Non-ROH,500,0,0,h10,2693217448839198223
p3,A,500,0,0,h10,2693217448839198223
p3,B,415,85,0,h10,2693217448839198223
p3,C,33,130,337,h10,2693217448839198223
p3,Non-ROH,500,0,0,h10,2693217448839198223
p1,A,496,4,0,h10,2700233424834892782
p1,B,191,298,11,h10,2700233424834892782
p1,C,40,86,374,h10,2700233424834892782
p1,Non-ROH,500,0,0,h10,2700233424834892782
p2,A,500,0,0,h10,2700233424834892782
p2,B,352,148,0,h10,2700233424834892782
p2,C,38,134,328,h10,2700233424834892782
p2,Non-ROH,500,0,0,h10,2700233424834892782
p3,A,500,0,0,h10,2700233424834892782
p3,B,423,77,0,h10,2700233424834892782
p3,C,30,166,304,h10,2700233424834892782
p3,Non-ROH,500,0,0,h10,2700233424834892782
p1,A,500,0,0,h10,2701110544888040191
p1,B,243,240,17,h10,2701110544888040191
p1,C,65,57,378,h10,2701110544888040191
p1,Non-ROH,500,0,0,h10,2701110544888040191
p2,A,500,0,0,h10,2701110544888040191
p2,B,411,89,0,h10,2701110544888040191
p2,C,33,79,388,h10,2701110544888040191
p2,Non-ROH,500,0,0,h10,2701110544888040191
p3,A,500,0,0,h10,2701110544888040191
p3,B,460,40,0,h10,2701110544888040191
p3,C,40,86,374,h10,2701110544888040191
p3,Non-ROH,500,0,0,h10,2701110544888040191
p1,A,500,0,0,h10,2719693331215119480
p1,B,231,257,12,h10,2719693331215119480
p1,C,53,74,373,h10,2719693331215119480
p1,Non-ROH,500,0,0,h10,2719693331215119480
p2,A,500,0,0,h10,2719693331215119480
p2,B,434,66,0,h10,2719693331215119480
p2,C,33,69,398,h10,2719693331215119480
p2,Non-ROH,500,0,0,h10,2719693331215119480
p3,A,500,0,0,h10,2719693331215119480
p3,B,465,35,0,h10,2719693331215119480
p3,C,50,99,351,h10,2719693331215119480
p3,Non-ROH,500,0,0,h10,2719693331215119480
p1,A,499,1,0,h10,2724964245490892322
p1,B,195,290,15,h10,2724964245490892322
p1,C,49,80,371,h10,2724964245490892322
p1,Non-ROH,500,0,0,h10,2724964245490892322
p2,A,500,0,0,h10,2724964245490892322
p2,B,372,128,0,h10,2724964245490892322
p2,C,32,88,380,h10,2724964245490892322
p2,Non-ROH,500,0,0,h10,2724964245490892322
p3,A,500,0,0,h10,2724964245490892322
p3,B,430,70,0,h10,2724964245490892322
p3,C,35,91,374,h10,2724964245490892322
p3,Non-ROH,500,0,0,h10,2724964245490892322
p1,A,499,1,0,h10,2733825921183942051
p1,B,205,281,14,h10,2733825921183942051
p1,C,53,84,363,h10,2733825921183942051
p1,Non-ROH,500,0,0,h10,2733825921183942051
p2,A,500,0,0,h10,2733825921183942051
p2,B,400,100,0,h10,2733825921183942051
p2,C,39,108,353,h10,2733825921183942051
p2,Non-ROH,500,0,0,h10,2733825921183942051
p3,A,500,0,0,h10,2733825921183942051
p3,B,441,59,0,h10,2733825921183942051
p3,C,35,130,335,h10,2733825921183942051
p3,Non-ROH,500,0,0,h10,2733825921183942051
p1,A,500,0,0,h10,2741311680829526052
p1,B,227,259,14,h10,2741311680829526052
p1,C,58,74,368,h10,2741311680829526052
p1,Non-ROH,500,0,0,h10,2741311680829526052
p2,A,500,0,0,h10,2741311680829526052
p2,B,402,98,0,h10,2741311680829526052
p2,C,31,65,404,h10,2741311680829526052
p2,Non-ROH,500,0,0,h10,2741311680829526052
p3,A,500,0,0,h10,2741311680829526052
p3,B,434,66,0,h10,2741311680829526052
p3,C,39,87,374,h10,2741311680829526052
p3,Non-ROH,500,0,0,h10,2741311680829526052
p1,A,500,0,0,h10,2778977508188489553
p1,B,262,227,11,h10,2778977508188489553
p1,C,49,84,367,h10,2778977508188489553
p1,Non-ROH,500,0,0,h10,2778977508188489553
p2,A,500,0,0,h10,2778977508188489553
p2,B,429,71,0,h10,2778977508188489553
p2,C,50,134,316,h10,2778977508188489553
p2,Non-ROH,500,0,0,h10,2778977508188489553
p3,A,500,0,0,h10,2778977508188489553
p3,B,439,61,0,h10,2778977508188489553
p3,C,41,177,282,h10,2778977508188489553
p3,Non-ROH,500,0,0,h10,2778977508188489553
p1,A,500,0,0,h10,282000006729790948
p1,B,196,282,22,h10,282000006729790948
p1,C,62,91,347,h10,282000006729790948
p1,Non-ROH,500,0,0,h10,282000006729790948
p2,A,500,0,0,h10,282000006729790948
p2,B,322,178,0,h10,282000006729790948
p2,C,27,144,329,h10,282000006729790948
p2,Non-ROH,500,0,0,h10,282000006729790948
p3,A,500,0,0,h10,282000006729790948
p3,B,404,96,0,h10,282000006729790948
p3,C,19,135,346,h10,282000006729790948
p3,Non-ROH,500,0,0,h10,282000006729790948
p1,A,499,1,0,h10,2876466854622737300
p1,B,231,251,18,h10,2876466854622737300
p1,C,43,72,385,h10,2876466854622737300
p1,Non-ROH,500,0,0,h10,2876466854622737300
p2,A,500,0,0,h10,2876466854622737300
p2,B,397,103,0,h10,2876466854622737300
p2,C,56,109,335,h10,2876466854622737300
p2,Non-ROH,500,0,0,h10,2876466854622737300
p3,A,500,0,0,h10,2876466854622737300
p3,B,465,35,0,h10,2876466854622737300
p3,C,40,159,301,h10,2876466854622737300
p3,Non-ROH,500,0,0,h10,2876466854622737300
p1,A,498,2,0,h10,2882196157522119301
p1,B,189,297,14,h10,2882196157522119301
p1,C,51,92,357,h10,2882196157522119301
p1,Non-ROH,500,0,0,h10,2882196157522119301
p2,A,500,0,0,h10,2882196157522119301
p2,B,424,76,0,h10,2882196157522119301
p2,C,33,75,392,h10,2882196157522119301
p2,Non-ROH,500,0,0,h10,2882196157522119301
p3,A,500,0,0,h10,2882196157522119301
p3,B,451,49,0,h10,2882196157522119301
p3,C,41,75,384,h10,2882196157522119301
p3,Non-ROH,500,0,0,h10,2882196157522119301
p1,A,499,1,0,h10,2918504161726419167
p1,B,223,258,19,h10,2918504161726419167
p1,C,48,74,378,h10,2918504161726419167
p1,Non-ROH,500,0,0,h10,2918504161726419167
p2,A,500,0,0,h10,2918504161726419167
p2,B,412,88,0,h10,2918504161726419167
p2,C,27,146,327,h10,2918504161726419167
p2,Non-ROH,500,0,0,h10,2918504161726419167
p3,A,500,0,0,h10,2918504161726419167
p3,B,450,50,0,h10,2918504161726419167
p3,C,39,134,327,h10,2918504161726419167
p3,Non-ROH,500,0,0,h10,2918504161726419167
p1,A,500,0,0,h10,293327602814131482
p1,B,214,274,12,h10,293327602814131482
p1,C,48,73,379,h10,293327602814131482
p1,Non-ROH,500,0,0,h10,293327602814131482
p2,A,500,0,0,h10,293327602814131482
p2,B,403,97,0,h10,293327602814131482
p2,C,43,89,368,h10,293327602814131482
p2,Non-ROH,500,0,0,h10,293327602814131482
p3,A,500,0,0,h10,293327602814131482
p3,B,420,80,0,h10,293327602814131482
p3,C,26,64,410,h10,293327602814131482
p3,Non-ROH,500,0,0,h10,293327602814131482
p1,A,498,2,0,h10,2933850206923310489
p1,B,185,299,16,h10,2933850206923310489
p1,C,79,46,375,h10,2933850206923310489
p1,Non-ROH,500,0,0,h10,2933850206923310489
p2,A,500,0,0,h10,2933850206923310489
p2,B,337,163,0,h10,2933850206923310489
p2,C,111,48,341,h10,2933850206923310489
p2,Non-ROH,500,0,0,h10,2933850206923310489
p3,A,500,0,0,h10,2933850206923310489
p3,B,406,94,0,h10,2933850206923310489
p3,C,138,63,299,h10,2933850206923310489
p3,Non-ROH,500,0,0,h10,2933850206923310489
p1,A,500,0,0,h10,2948163112851511947
p1,B,233,257,10,h10,2948163112851511947
p1,C,61,63,376,h10,2948163112851511947
p1,Non-ROH,500,0,0,h10,2948163112851511947
p2,A,500,0,0,h10,2948163112851511947
p2,B,406,94,0,h10,2948163112851511947
p2,C,37,101,362,h10,2948163112851511947
p2,Non-ROH,500,0,0,h10,2948163112851511947
p3,A,500,0,0,h10,2948163112851511947
p3,B,458,42,0,h10,2948163112851511947
p3,C,37,89,374,h10,2948163112851511947
p3,Non-ROH,500,0,0,h10,2948163112851511947
p1,A,500,0,0,h10,2964995880732550197
p1,B,230,254,16,h10,2964995880732550197
p1,C,64,59,377,h10,2964995880732550197
p1,Non-ROH,500,0,0,h10,2964995880732550197
p2,A,500,0,0,h10,2964995880732550197
p2,B,422,78,0,h10,2964995880732550197
p2,C,34,132,334,h10,2964995880732550197
p2,Non-ROH,500,0,0,h10,2964995880732550197
p3,A,500,0,0,h10,2964995880732550197
p3,B,455,45,0,h10,2964995880732550197
p3,C,25,122,353,h10,2964995880732550197
p3,Non-ROH,500,0,0,h10,2964995880732550197
p1,A,500,0,0,h10,2981467198318407553
p1,B,218,266,16,h10,2981467198318407553
p1,C,62,64,374,h10,2981467198318407553
p1,Non-ROH,500,0,0,h10,2981467198318407553
p2,A,500,0,0,h10,2981467198318407553
p2,B,387,113,0,h10,2981467198318407553
p2,C,52,134,314,h10,2981467198318407553
p2,Non-ROH,500,0,0,h10,2981467198318407553
p3,A,500,0,0,h10,2981467198318407553
p3,B,426,74,0,h10,2981467198318407553
p3,C,39,146,315,h10,2981467198318407553
p3,Non-ROH,500,0,0,h10,2981467198318407553
p1,A,500,0,0,h10,2993820833564648610
p1,B,196,287,17,h10,2993820833564648610
p1,C,61,62,377,h10,2993820833564648610
p1,Non-ROH,500,0,0,h10,2993820833564648610
p2,A,500,0,0,h10,2993820833564648610
p2,B,404,96,0,h10,2993820833564648610
p2,C,41,111,348,h10,2993820833564648610
p2,Non-ROH,500,0,0,h10,2993820833564648610
p3,A,500,0,0,h10,2993820833564648610
p3,B,447,53,0,h10,2993820833564648610
p3,C,31,112,357,h10,2993820833564648610
p3,Non-ROH,500,0,0,h10,2993820833564648610
p1,A,495,5,0,h10,3015445553629977739
p1,B,202,287,11,h10,3015445553629977739
p1,C,52,76,372,h10,3015445553629977739
p1,Non-ROH,500,0,0,h10,3015445553629977739
p2,A,500,0,0,h10,3015445553629977739
p2,B,374,126,0,h10,3015445553629977739
p2,C,31,94,375,h10,3015445553629977739
p2,Non-ROH,500,0,0,h10,3015445553629977739
p3,A,500,0,0,h10,3015445553629977739
p3,B,434,66,0,h10,3015445553629977739
p3,C,32,134,334,h10,3015445553629977739
p3,Non-ROH,500,0,0,h10,3015445553629977739
p1,A,499,1,0,h10,3022082044499067502
p1,B,201,277,22,h10,3022082044499067502
p1,C,81,52,367,h10,3022082044499067502
p1,Non-ROH,500,0,0,h10,3022082044499067502
p2,A,500,0,0,h10,3022082044499067502
p2,B,379,121,0,h10,3022082044499067502
p2,C,63,64,373,h10,3022082044499067502
p2,Non-ROH,500,0,0,h10,3022082044499067502
p3,A,500,0,0,h10,3022082044499067502
p3,B,448,52,0,h10,3022082044499067502
p3,C,120,36,344,h10,3022082044499067502
p3,Non-ROH,500,0,0,h10,3022082044499067502
p1,A,500,0,0,h10,3036786816992325347
p1,B,228,253,19,h10,3036786816992325347
p1,C,49,60,391,h10,3036786816992325347
p1,Non-ROH,500,0,0,h10,3036786816992325347
p2,A,500,0,0,h10,3036786816992325347
p2,B,436,64,0,h10,3036786816992325347
p2,C,36,76,388,h10,3036786816992325347
p2,Non-ROH,500,0,0,h10,3036786816992325347
p3,A,500,0,0,h10,3036786816992325347
p3,B,473,27,0,h10,3036786816992325347
p3,C,45,80,375,h10,3036786816992325347
p3,Non-ROH,500,0,0,h10,3036786816992325347
p1,A,499,1,0,h10,30421535319184460
p1,B,229,259,12,h10,30421535319184460
p1,C,58,73,369,h10,30421535319184460
p1,Non-ROH,500,0,0,h10,30421535319184460
p2,A,500,0,0,h10,30421535319184460
p2,B,425,75,0,h10,30421535319184460
p2,C,40,155,305,h10,30421535319184460
p2,Non-ROH,500,0,0,h10,30421535319184460
p3,A,500,0,0,h10,30421535319184460
p3,B,458,42,0,h10,30421535319184460
p3,C,39,124,337,h10,30421535319184460
p3,Non-ROH,500,0,0,h10,30421535319184460
p1,A,500,0,0,h10,30426964758616093
p1,B,258,230,12,h10,30426964758616093
p1,C,48,68,384,h10,30426964758616093
p1,Non-ROH,500,0,0,h10,30426964758616093
p2,A,500,0,0,h10,30426964758616093
p2,B,404,96,0,h10,30426964758616093
p2,C,49,79,372,h10,30426964758616093
p2,Non-ROH,500,0,0,h10,30426964758616093
p3,A,500,0,0,h10,30426964758616093
p3,B,475,25,0,h10,30426964758616093
p3,C,50,152,298,h10,30426964758616093
p3,Non-ROH,500,0,0,h10,30426964758616093
p1,A,500,0,0,h10,3051763574395870744
p1,B,205,280,15,h10,3051763574395870744
p1,C,50,92,358,h10,3051763574395870744
p1,Non-ROH,500,0,0,h10,3051763574395870744
p2,A,500,0,0,h10,3051763574395870744
p2,B,362,138,0,h10,3051763574395870744
p2,C,36,120,344,h10,3051763574395870744
p2,Non-ROH,500,0,0,h10,3051763574395870744
p3,A,500,0,0,h10,3051763574395870744
p3,B,421,79,0,h10,3051763574395870744
p3,C,45,122,333,h10,3051763574395870744
p3,Non-ROH,500,0,0,h10,3051763574395870744
p1,A,497,3,0,h10,3080594008690481032
p1,B,192,290,18,h10,3080594008690481032
p1,C,47,78,375,h10,3080594008690481032
p1,Non-ROH,500,0,0,h10,3080594008690481032
p2,A,500,0,0,h10,3080594008690481032
p2,B,360,140,0,h10,3080594008690481032
p2,C,37,58,405,h10,3080594008690481032
p2,Non-ROH,500,0,0,h10,3080594008690481032
p3,A,500,0,0,h10,3080594008690481032
p3,B,441,59,0,h10,3080594008690481032
p3,C,38,108,354,h10,3080594008690481032
p3,Non-ROH,500,0,0,h10,3080594008690481032
p1,A,499,1,0,h10,3110634309294556210
p1,B,202,279,19,h10,3110634309294556210
p1,C,57,74,369,h10,3110634309294556210
p1,Non-ROH,500,0,0,h10,3110634309294556210
p2,A,500,0,0,h10,3110634309294556210
p2,B,355,145,0,h10,3110634309294556210
p2,C,31,132,337,h10,3110634309294556210
p2,Non-ROH,500,0,0,h10,3110634309294556210
p3,A,500,0,0,h10,3110634309294556210
p3,B,434,66,0,h10,3110634309294556210
p3,C,35,67,398,h10,3110634309294556210
p3,Non-ROH,500,0,0,h10,3110634309294556210
p1,A,500,0,0,h10,3144453090301631355
p1,B,193,290,17,h10,3144453090301631355
p1,C,52,89,359,h10,3144453090301631355
p1,Non-ROH,500,0,0,h10,3144453090301631355
p2,A,500,0,0,h10,3144453090301631355
p2,B,374,126,0,h10,3144453090301631355
p2,C,20,88,392,h10,3144453090301631355
p2,Non-ROH,500,0,0,h10,3144453090301631355
p3,A,500,0,0,h10,3144453090301631355
p3,B,422,78,0,h10,3144453090301631355
p3,C,26,98,376,h10,3144453090301631355
p3,Non-ROH,500,0,0,h10,3144453090301631355
p1,A,498,2,0,h10,314990335271014427
p1,B,225,258,17,h10,314990335271014427
p1,C,50,80,370,h10,314990335271014427
p1,Non-ROH,500,0,0,h10,314990335271014427
p2,A,500,0,0,h10,314990335271014427
p2,B,417,83,0,h10,314990335271014427
p2,C,27,108,365,h10,314990335271014427
p2,Non-ROH,500,0,0,h10,314990335271014427
p3,A,500,0,0,h10,314990335271014427
p3,B,429,71,0,h10,314990335271014427
p3,C,50,136,314,h10,314990335271014427
p3,Non-ROH,500,0,0,h10,314990335271014427
p1,A,499,1,0,h10,3177396057719697434
p1,B,218,270,12,h10,3177396057719697434
p1,C,54,57,389,h10,3177396057719697434
p1,Non-ROH,500,0,0,h10,3177396057719697434
p2,A,500,0,0,h10,3177396057719697434
