pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID,ROH_caller
p3,0.7,0.0601341329863922,0.0601341329863922,0.4039675690942539,0.0357084918877706,0.0383138324976079,0.088261250028854,0.0288109692695205,0.0843749814321674,0.005605087918723,0.0096193069616636,0.0096193069616636,0.5021660929581689,h00,103568543989312214,GARLIC
p3,0.8,0.0402288019060473,0.0402288019060473,0.4212066671445637,0.0264897740175647,0.0284225043106917,0.0923443998885109,0.0191759133596371,0.0561580319817946,0.0059074094559585,0.0056625952371352,0.0056625952371352,0.4805415235109669,h00,103568543989312214,GARLIC
p3,0.9,0.0266589672532795,0.0266589672532795,0.4369250396553671,0.020062847997728,0.0215266609417682,0.0959113998329919,0.0125483709948229,0.0367488007705528,0.0062178716627858,0.0032893845339308,0.0032893845339308,0.4609456888488549,h00,103568543989312214,GARLIC
p3,1.0,0.0177615849490423,0.0177615849490423,0.4510132615028709,0.015706379367977,0.0168523383776578,0.0989828845691872,0.0081551890554634,0.0238830536624285,0.0065273612828769,0.0019163059801748,0.0019163059801748,0.4434764926450646,h00,103568543989312214,GARLIC
p3,1.1,0.0120108726805828,0.0120108726805828,0.4634919447658324,0.0127508806812886,0.0136812024477345,0.1016047103539479,0.0052918200907197,0.0154974731228222,0.0068284841192807,0.0011330947539781,0.0011330947539781,0.4280748607609389,h00,103568543989312214,GARLIC
p3,1.2,0.0082891046833479,0.0082891046833479,0.4744583329317487,0.0107029756666102,0.0114838794706118,0.1038293705645885,0.0034364858866215,0.0100639943822488,0.0071159175941172,0.0006864531868855,0.0006864531868855,0.4145963789095453,h00,103568543989312214,GARLIC
p3,1.3,0.0058536408851182,0.0058536408851182,0.4840480602974978,0.0092342354143391,0.0099079779123811,0.1057086913535409,0.0022351539369996,0.0065458079583562,0.0073862670419925,0.0004294363072763,0.0004294363072763,0.4028569813069687,h00,103568543989312214,GARLIC
p1,0.7,0.0968327747642641,0.0968327747642641,0.2337230380067022,0.0669731145822821,0.1385061007956983,0.0337821074645742,0.0558881533398488,0.1455200973754556,0.0126049173309097,0.0111449880871754,0.0111449880871754,0.7198899371978139,h00,1059344429161942577,GARLIC
p1,0.8,0.0777351653382606,0.0777351653382606,0.2492937143221731,0.0571915215084144,0.1182769338429336,0.0365837154933886,0.0498645494542818,0.129835996692281,0.0140563744601047,0.0070307601722522,0.0070307601722522,0.7000661957243335,h00,1059344429161942577,GARLIC
p1,0.9,0.0610867251375893,0.0610867251375893,0.2640522032246065,0.0477206478441164,0.0986903610733641,0.0391181878415571,0.0425833228151525,0.1108773311036047,0.0153483799813218,0.0041990315001138,0.0041990315001138,0.6814812289525145,h00,1059344429161942577,GARLIC
p1,1.0,0.0477784738096513,0.0477784738096513,0.2777525686125356,0.0394403479593081,0.0815659962052074,0.0413486249071927,0.0353518063270001,0.0920480994929437,0.0164724234196735,0.0024216785231078,0.0024216785231078,0.664426383060598,h00,1059344429161942577,GARLIC
p1,1.1,0.0376236053595393,0.0376236053595393,0.2903055962785327,0.0326076588154901,0.0674354135503328,0.0432735122007541,0.0288900979148362,0.0752232738159886,0.017440106532913,0.0013705912427311,0.0013705912427311,0.6489807849878002,h00,1059344429161942577,GARLIC
p1,1.2,0.0299857046107662,0.0299857046107662,0.3017143049849156,0.0271016080384472,0.0560484319433419,0.0449127115755118,0.0234197005442333,0.0609795976434754,0.0182718654808798,0.0007695534066397,0.0007695534066397,0.6351011179586926,h00,1059344429161942577,GARLIC
p1,1.3,0.0242186023984347,0.0242186023984347,0.312029773392095,0.0226874838981525,0.0469196475510729,0.0462971582180235,0.018914222751888,0.0492483535803877,0.0189896595512176,0.0004318013954946,0.0004318013954946,0.6226834088386638,h00,1059344429161942577,GARLIC
p2,0.7,0.0728383982127469,0.0728383982127469,0.3467797948108266,0.052121405488959,0.0666514136687456,0.0698475723307441,0.0300894624471986,0.1414204735018336,0.0059897213310887,0.0125940634808944,0.0125940634808944,0.5773829115273404,h00,1059344429161942577,GARLIC
p2,0.8,0.0533909502410912,0.0533909502410912,0.3610101289921947,0.0423862914640049,0.0542024187519244,0.075849829753788,0.0253212184176338,0.1190097265628791,0.006730978168489,0.0080955751349949,0.0080955751349949,0.5564090630855281,h00,1059344429161942577,GARLIC
p2,0.9,0.037569709754684,0.037569709754684,0.3744154942122212,0.0333710910115484,0.0426740294265325,0.0815875597154743,0.0205052639098519,0.0963747403763043,0.0074176777335788,0.004924317135968,0.004924317135968,0.5365792683387256,h00,1059344429161942577,GARLIC
p2,1.0,0.0259019400642858,0.0259019400642858,0.386850850918538,0.0258591172450063,0.033067924865737,0.0869210796031381,0.0162514396705531,0.0763817664515998,0.008034775782493,0.0028893977562719,0.0028893977562719,0.5181932936958308,h00,1059344429161942577,GARLIC
p2,1.1,0.0177765066966051,0.0177765066966051,0.3982679558428976,0.0199605877336855,0.0255250482527948,0.0917834690460434,0.0127730364745136,0.0600332714302142,0.0085800629263172,0.0016606837363954,0.0016606837363954,0.5013685121847418,h00,1059344429161942577,GARLIC
p2,1.2,0.0122620620475924,0.0122620620475924,0.4086865919000997,0.015444623336004,0.0197501577186752,0.0961568747420666,0.0100328748968691,0.0471545120152848,0.0090576284182995,0.0009441585700806,0.0009441585700806,0.486098904939534,h00,1059344429161942577,GARLIC
p2,1.3,0.0085447105931119,0.0085447105931119,0.4181651190686667,0.0120096769171238,0.0153576431165266,0.1000527421228607,0.0079062693382366,0.0371594658897123,0.0094739777469597,0.0005341795028057,0.0005341795028057,0.4723081610615127,h00,1059344429161942577,GARLIC
p3,0.7,0.0773562712183402,0.0773562712183402,0.3747889802312428,0.0423794703699008,0.0469838917626395,0.0752054388847779,0.0202352088024546,0.0661345848665591,0.0036747476060911,0.0149923329897616,0.0149923329897616,0.546330833277888,h00,1059344429161942577,GARLIC
p3,0.8,0.0555130806458674,0.0555130806458674,0.3866780782096091,0.0334404194586308,0.0370736357634487,0.0777321178237764,0.0145768311921716,0.047641350725634,0.003949812539996,0.01002675279246,0.01002675279246,0.5316399914266184,h00,1059344429161942577,GARLIC
p3,0.9,0.0378207416080648,0.0378207416080648,0.397125377291053,0.0262467997681846,0.0290984476365683,0.0800897227459733,0.0100086544654639,0.0327112121554189,0.0042182577738793,0.0063972862358645,0.0063972862358645,0.5185666421890942,h00,1059344429161942577,GARLIC
p3,1.0,0.0249711465015854,0.0249711465015854,0.4060943770436265,0.0210579163216537,0.0233458052346493,0.0822596496917837,0.0066752565683703,0.021816692199064,0.0044710034516543,0.0039771110194627,0.0039771110194627,0.5071749698129354,h00,1059344429161942577,GARLIC
p3,1.1,0.0162489734198317,0.0162489734198317,0.4136211264561857,0.0175771542667722,0.0194868672580623,0.0842437269375046,0.0043901840907598,0.014348406540532,0.0047028034735853,0.0024522291818305,0.0024522291818305,0.4974323431327243,h00,1059344429161942577,GARLIC
p3,1.2,0.0105384958597411,0.0105384958597411,0.419792413181472,0.0153413449819092,0.0170081429954648,0.0860549702689908,0.0028743225615399,0.0093941273962526,0.00491187427312,0.0015185884594816,0.0015185884594816,0.4892407422764171,h00,1059344429161942577,GARLIC
p3,1.3,0.0068616524446061,0.0068616524446061,0.4247275572500276,0.0139416527315223,0.0154563777511334,0.0877105434394944,0.0018837620874013,0.0061566858466286,0.0050988789481464,0.0009530436675699,0.0009530436675699,0.4824630203623314,h00,1059344429161942577,GARLIC
p1,0.7,0.0636826710188547,0.0638102916020588,0.1922664872572504,0.0967569017249426,0.1915391728024374,0.0528187004662466,0.1391165672607207,0.2635892853361025,0.0240605957979971,0.0085707677565265,0.0085707677565265,0.7308542164785058,h00,1061286463616756465,GARLIC
p1,0.8,0.049511862405907,0.0496110845750571,0.2042384546761572,0.0857405643884209,0.1697313213403434,0.0579225701721199,0.131762314550468,0.2496549117798342,0.0260069615402087,0.0050391908570855,0.0050391908570855,0.7118320136115142,h00,1061286463616756465,GARLIC
p1,0.9,0.0387221872038305,0.0387997867773853,0.2151406574616046,0.0745743078712913,0.1476266910921481,0.0623931482161383,0.1228432446209989,0.2327556213871559,0.0276242941480418,0.0028538122982089,0.0028538122982089,0.6948419001742153,h00,1061286463616756465,GARLIC
p1,1.0,0.0309075960457807,0.0309695351160127,0.2248779042734446,0.0643117722058287,0.1273110592645997,0.0662803779663876,0.1135991686987581,0.2152405301660681,0.0289772833557315,0.0015832726906392,0.0015832726906392,0.6798644344044362,h00,1061286463616756465,GARLIC
p1,1.1,0.0253986893945474,0.0254495885716908,0.2334787129502255,0.0554319615593606,0.1097326585971016,0.0696610282101793,0.1048318938640295,0.1986288515318453,0.0301186155131356,0.0008726912826062,0.0008726912826062,0.6667416433264595,h00,1061286463616756465,GARLIC
p1,1.2,0.021544030512581,0.0215872049224259,0.2410369293667868,0.0479788502827315,0.0949785403556113,0.0726119849559172,0.0968664316900675,0.1835363968864437,0.0310885719420098,0.0004827314239407,0.0004827314239407,0.6552625137352861,h00,1061286463616756465,GARLIC
p1,1.3,0.018834051760308,0.01887179535101,0.247670777918032,0.0417970631665661,0.0827411250440186,0.0752002454083319,0.0897491338565315,0.1700509904650072,0.031917934473672,0.0002698237829969,0.0002698237829969,0.645211042199964,h00,1061286463616756465,GARLIC
p2,0.7,0.0560460898418788,0.0560460898418788,0.3336907905463638,0.0319919678269464,0.0381765725858549,0.0659833852582627,0.0287953884894586,0.1138103449821462,0.0076690592539211,0.0090253103159996,0.0090253103159996,0.5926567649414523,h00,1061286463616756465,GARLIC
p2,0.8,0.0407265887734441,0.0407265887734441,0.352729710920526,0.0226814974883734,0.0270662261197774,0.0696664972113738,0.0216048171175106,0.0853904676549229,0.0084049343331384,0.0054048541193076,0.0054048541193076,0.5691988575349617,h00,1061286463616756465,GARLIC
p2,0.9,0.0289782086183489,0.0289782086183489,0.3705072886605423,0.0157257894368943,0.0187658585165803,0.0731013062916569,0.0156508440874219,0.0618580980598106,0.009101374785277,0.0031310394624561,0.0031310394624561,0.5472900302625238,h00,1061286463616756465,GARLIC
p2,1.0,0.0204392651008391,0.0204392651008391,0.3865264384132342,0.0108057602436949,0.0128947019614497,0.0762297142148696,0.0110848476832874,0.0438115408434693,0.0097409064163333,0.0017852197017883,0.0017852197017883,0.5275029409555628,h00,1061286463616756465,GARLIC
p2,1.1,0.0144272230367892,0.0144272230367892,0.4005828898834628,0.0074327582001338,0.0088696398569616,0.0790257912944711,0.0077518484022781,0.0306382579709088,0.0103139773010369,0.0010159912983209,0.0010159912983209,0.510077341521029,h00,1061286463616756465,GARLIC
p2,1.2,0.0102496342297052,0.0102496342297052,0.4126891944102056,0.0051480087090458,0.0061432084833482,0.0814886900642438,0.0053854746651597,0.0212854474861075,0.0108183808989106,0.0005826267296566,0.0005826267296566,0.4950037346266398,h00,1061286463616756465,GARLIC
p2,1.3,0.007350498118284,0.007350498118284,0.4229908355535938,0.0036003588526906,0.0042963709459315,0.0836345430170916,0.0037293545425665,0.0147398298587153,0.0112572280580178,0.000338569011045,0.000338569011045,0.4821173933712966,h00,1061286463616756465,GARLIC
p3,0.7,0.0542099970446598,0.0542099970446598,0.374605912801402,0.0268094171113328,0.0297221919194377,0.0764200011791083,0.0132883626615888,0.0588997696351503,0.0036429380826843,0.0095437507127983,0.0095437507127983,0.5453311479368053,h00,1061286463616756465,GARLIC
p3,0.8,0.0381299612614269,0.0381299612614269,0.3940920128712423,0.0186825506194805,0.0207123621058542,0.0800463950478336,0.008107064336677,0.0359340148977037,0.0035035563074815,0.0058892467609685,0.0058892467609685,0.5223580357734424,h00,1061286463616756465,GARLIC
p3,0.9,0.0261131978778572,0.0261131978778572,0.4122849377695295,0.0126985079542871,0.0140781684637329,0.0835688142687579,0.004732205827365,0.0209751825861587,0.0033587785753806,0.0035501017214164,0.0035501017214164,0.5007874693863319,h00,1061286463616756465,GARLIC
p3,1.0,0.0176917280295288,0.0176917280295288,0.4289498344170619,0.0085392019909265,0.0094669645132223,0.0869117628682342,0.002683226022763,0.0118932180468415,0.0032131031761612,0.0021341921995543,0.0021341921995543,0.4809252995385424,h00,1061286463616756465,GARLIC
p3,1.1,0.0120127512937664,0.0120127512937664,0.4439917449392622,0.0057447279623777,0.0063688780070706,0.0900200270125957,0.0014956883681512,0.0066295376318057,0.0030692993844106,0.001303192407648,0.001303192407648,0.4629189286637314,h00,1061286463616756465,GARLIC
p3,1.2,0.0082480465812619,0.0082480465812619,0.4574212532085934,0.0038937532457254,0.0043167996072344,0.092860303259028,0.0008260187079639,0.0036612721109752,0.0029289215606509,0.0008199051274187,0.0008199051274187,0.4467895219717276,h00,1061286463616756465,GARLIC
