pop,tau,A_per_cM_mean_all,A_per_cM_mean_nonzero,A_proportion_mean,B_per_cM_mean_all,B_per_cM_mean_nonzero,B_proportion_mean,C_per_cM_mean_all,C_per_cM_mean_nonzero,C_proportion_mean,Non-ROH_per_cM_mean_all,Non-ROH_per_cM_mean_nonzero,Non-ROH_proportion_mean,hXX,simID
p2,0.9,0.031151433256821796,0.031151433256821796,0.4080062605770788,0.02410921899017082,0.04156761894857038,0.04392544398598269,0.04085370876945585,0.1114192057348796,0.006200502946717317,0.005395577086059399,0.005395577086059399,0.5418677924902213,h00,1059344429161942577
p2,1.0,0.021018953329281397,0.021018953329281397,0.4207763180117712,0.018950514719630218,0.032673301240741755,0.046186098595099874,0.033597833646963574,0.09163045540080975,0.006770702830841879,0.003308291665124292,0.003308291665124292,0.526266880562287,h00,1059344429161942577
p2,1.1,0.0140697642719944,0.0140697642719944,0.43245340100873286,0.014907476151168575,0.02570254508822168,0.048184286033329395,0.02722872424439079,0.0742601570301567,0.007269881703855519,0.0020200960258124783,0.0020200960258124783,0.5120924312540823,h00,1059344429161942577
p2,1.2,0.009438902205947244,0.009438902205947244,0.44303499741824487,0.011794413473250167,0.02033519564353477,0.049935922890547255,0.021926146499356595,0.059798581361881625,0.007702367022683806,0.0012452073617838864,0.0012452073617838864,0.4993267126685242,h00,1059344429161942577
p2,1.3,0.006383370385406505,0.006383370385406505,0.45256599117726,0.009396305256243303,0.016200526303867764,0.0514664074992278,0.01762421041125956,0.048066028394344255,0.00807491206182476,0.0007821820568967475,0.0007821820568967475,0.48789268926168744,h00,1059344429161942577
p3,0.7,0.06313988005688947,0.06313988005688947,0.3973763611463479,0.02981746085752333,0.040293866023680174,0.037133633868359675,0.021187113158051423,0.06356133947415427,0.003326725989366756,0.015936388780089343,0.015936388780089343,0.5621632789959256,h00,1059344429161942577
p3,0.8,0.04502689313046564,0.04502689313046564,0.4076023539726381,0.024728946955904774,0.033417495886357805,0.038542528678913314,0.015563027232917056,0.04668908169875117,0.0036176288544705394,0.010750783670326999,0.010750783670326999,0.550237488493978,h00,1059344429161942577
p3,0.9,0.0305284092161453,0.0305284092161453,0.41663871641346856,0.02069696446273264,0.027968870895584644,0.03987477457208116,0.010896316014710115,0.03268894804413034,0.0039022448317114484,0.006919659760271449,0.006919659760271449,0.5395842641827389,h00,1059344429161942577
p3,1.0,0.020089685459365653,0.020089685459365653,0.4244441536346886,0.017871535968909426,0.024150724282310035,0.04111825336147889,0.0074067444387918655,0.022220233316375595,0.004171140818761959,0.004339322992447824,0.004339322992447824,0.5302664521850704,h00,1059344429161942577
p3,1.1,0.01305185128387533,0.01305185128387533,0.4310557925365304,0.016070478308838603,0.021716862579511626,0.042274801904003,0.004960348673171666,0.014881046019514997,0.004418845617328999,0.002697492606284564,0.002697492606284564,0.5222505599421375,h00,1059344429161942577
p3,1.2,0.008468826401011563,0.008468826401011563,0.43655767693648284,0.015006739793950724,0.020279378099933413,0.04335299272109629,0.003303122440398191,0.009909367321194573,0.004643441133192091,0.0016822520253094164,0.0016822520253094164,0.5154458892092287,h00,1059344429161942577
p3,1.3,0.005529985799975179,0.005529985799975179,0.44105868235382606,0.014425053176952293,0.019493315103989585,0.04436309667234077,0.002198749024214363,0.006596247072643089,0.004845517574667208,0.0010611165271404625,0.0010611165271404625,0.509732703399166,h00,1059344429161942577
